Genome	PSM count	Peptide count	Unique peptide count	GTDB_Name	GTDB_Rank	GTDB_Superkingdom	GTDB_Kingdom	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	NCBI_Name	NCBI_Rank	NCBI_Superkingdom	NCBI_Kingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
MGYG000302112	861	37	3	CAG-533 sp000434495	Species	Bacteria		Firmicutes	Bacilli	RF39	UBA660	CAG-533	CAG-533 sp000434495	Tenericutes	Phylum	Bacteria		Tenericutes						7914000.0	4.41751E7	7816700.0	1.976663E8	1.040921E8	2.21595E8	5432000.0	7.374977E7	1.18034E7	7.47898E7	1.02656E7	3.7484E7	1.45915E7	3.8981E7	8196500.0	3.2982E7	2.33746E7	5.287242E7	2.56496E7	1.0182027E8
MGYG000303444	567	29	3	Treponema_F sp016294105	Species	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_F	Treponema_F sp016294105	Treponema	Genus	Bacteria		Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema		2774100.0	0.0	3460200.0	0.0	0.0	0.0	2634900.0	0.0	7793800.0	0.0	2115000.0	0.0	3625700.0	0.0	1.47152E7	0.0	0.0	0.0	0.0	0.0
MGYG000302232	895	56	3	Clostridium sp900759995	Species	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp900759995	Clostridium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		1.5675516538461538E7	1473242.5	2.3616442307692308E7	9771630.0	8933725.0	486725.0	1.8657844230769232E7	0.0	6.0381255384615384E7	6779112.5	1.5553E7	1356850.0	1.1595873076923076E7	833785.0	1.3729008846153846E7	3870500.0	1.29905E7	1548467.5	3.6487292692307696E7	1349275.0
MGYG000300055	277	11	2	Ligilactobacillus agilis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis	Ligilactobacillus agilis	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis	4267200.0	0.0	0.0	0.0	0.0	1.1875E7	0.0	0.0	2821200.0	6127300.0	2142300.0	4.4582E7	0.0	1.4017E7	4200500.0	0.0	0.0	2219800.0	0.0	0.0
MGYG000301267	2599	174	27	Limivicinus	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus												7.220984E7	1.2996963333333334E7	1.1165676E8	2.212678E7	4.027644E7	6423060.0	5.825974314285714E7	8063200.0	2.1221773E8	1.0903844E7	5.173194714285714E7	1.1378723333333334E7	1.4437415785714287E8	8847360.0	2.308346785714286E7	1.71261E7	3.084884185714286E7	1.13864E7	7.567076595238096E7	1987465.0
MGYG000303321	823	33	2	QAMX01 sp004555605	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	QAMX01	QAMX01	QAMX01 sp004555605	Eubacteriales	Order	Bacteria		Firmicutes	Clostridia	Eubacteriales				5144416.666666666	0.0	3324795.5555555555	0.0	1093900.0	0.0	3507427.777777778	0.0	5549972.222222222	0.0	6259166.666666667	0.0	5190800.0	0.0	2400480.0	0.0	0.0	0.0	4699050.0	0.0
MGYG000300180	370	17	1	RGIG3102	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	RGIG3102												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2489E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000300181	548	22	2	Fimisoma	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma												0.0	0.0	4310600.0	545080.0	0.0	0.0	0.0	1.2085E7	4716100.0	0.0	2302800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000303339	13315	1143	215	Fusicatenibacter saccharivorans	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	1.7322088313119261E9	3.861592083333333E7	1.2214974438419914E9	2.0885013833333334E8	7.530556095382395E8	7.792148916666666E7	9.304571167186298E8	9.296560233333334E7	1.6236010078432877E9	8.425637333333334E7	1.2090290105472586E9	1.6146735333333334E8	8.889756969385341E8	9.928422866666667E7	1.1180793128923504E9	3.1996151666666668E7	1.235746497081807E9	3.19459175E7	1.879755514525851E9	2.906787E7
MGYG000301279	3464	168	23	Sharpea porci	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	Sharpea	Sharpea porci	Sharpea porci	Species	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Sharpea	Sharpea porci	2.6372266865079366E7	2618700.0	7.950734019841269E7	3439625.0	2.23737E7	1.3621468557142856E9	5.155401928571428E7	0.0	8.038200666666667E7	1.397971857142857E7	9.127515476190476E7	2.066971E7	4.569534444444445E7	5649750.0	6.235106031746031E7	2003000.0	2.7034646785714284E7	4045775.0	3.429522492063492E7	4396427.857142857
MGYG000302368	2627	246	142	Alloprevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella												3.222931675E8	7448200.0	1.325574455E9	2.567823E7	2.568609675E8	1.283584E7	3.449147275E8	1.797888E7	7.1508071E8	2.566556E7	4.1610615E8	7927910.0	4.3590541E8	2.428684E7	2.807629425E8	7510900.0	2.2015914875E8	2.360392125E7	7.2102905E8	5618180.0
MGYG000301039	2865	236	17	Megasphaera sp900548635	Species	Bacteria		Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera sp900548635	Megasphaera	Genus	Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera		5.946375285714286E7	3.621902E7	1.5305334214285713E8	6.105525E7	1.2571919166666667E8	2.0644706666666666E8	1.30470035E8	5.535195E7	3.0646375E7	2.69464E7	1.529830192857143E8	3.675477E7	1.5444435285714287E8	4.0520465E7	3.091506785714286E8	2.186951E7	1.6812658357142857E8	4.6309815E7	1.0680447428571428E8	6.7564625E7
MGYG000303219	19498	2121	743	Gemmiger qucibialis	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	Gemmiger	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales		Gemmiger		1.6968614304411423E10	3.502560025757576E8	1.096174060602331E10	7.0548775E8	7.437996030131701E9	9.296394766666667E8	9.35204672973077E9	5.8507805E8	9.317934926811022E9	8.098551455E8	6.995588362593074E9	8.413551628461539E8	8.111922306293706E9	4.235422806666667E8	9.258091985750914E9	4.05878631E8	7.601636119803031E9	4.725580203333333E8	1.0813460520160257E10	3.18859522E8
MGYG000301030	7625	423	45	Dorea_A sp016295505	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A sp016295505	Dorea	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea		7.777915807692307E7	1.5296725E7	1.8613047923076922E8	4926500.0	2.4509274269230768E8	8.6728445E7	1.2219277E8	7.325646E7	9.845078E7	6281080.0	1.0464E8	1.452807E7	2.1288741230769232E8	3.32743E7	1.41951725E8	3171310.0	5.72528E7	1.57691E7	1.693982253846154E8	1.299E7
MGYG000302240	2706	115	18	Prevotella sp002373375	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002373375	Prevotella	Genus	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		2.569887E7	1539920.0	1.6855805E7	869145.0	7546765.0	1163330.0	6.222445E7	2282795.0	1.780734E7	0.0	1.168756E7	2146500.0	2520845.0	302590.5	1.60644E7	1581840.0	5639205.0	243667.5	1.0279575E8	848592.5
MGYG000301272	1053	18	2	Helicobacter_A bilis_B	Species	Bacteria		Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A bilis_B	Helicobacter bilis	Species	Bacteria		Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGYG000302481	927	63	11	Phil1 sp001940855	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp001940855	Clostridia	Class	Bacteria		Firmicutes	Clostridia					3.6213875E7	1.0068695E7	9.208669E7	0.0	3.000565E7	4086430.0	2.197652E7	6875770.0	3.660805E7	0.0	7.09608E7	2966900.0	3.547055E7	8533500.0	1.30987E7	4722300.0	3.5307125E7	1639400.0	3.380395E7	3428200.0
MGYG000301271	767	32	2	Fusobacterium_C necrophorum	Species	Bacteria		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_C	Fusobacterium_C necrophorum	Fusobacterium necrophorum	Species	Bacteria		Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum	1260420.0	432840.0	1.0090416666666668E7	0.0	0.0	0.0	4786946.666666667	0.0	2285850.0	0.0	6758783.333333333	0.0	247950.0	0.0	8127683.333333333	407860.0	4449700.0	0.0	650700.0	460700.0
MGYG000300062	85	6	1	Psychrobacter faecalis	Species	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter faecalis	Psychrobacter	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6524200.0	0.0	0.0	0.0	0.0	0.0
MGYG000302120	3525	289	104	UBA636 sp002299675	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp002299675	Solobacterium	Genus	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium		2.269680081746032E8	3.849733388888889E7	1.9553233531746033E8	1.0991490333333333E8	9.829291222222222E7	1.505047411111111E8	1.6631524079365078E8	3.1544962222222224E7	5.467088042857143E8	3.732494444444445E7	1.717490922222222E8	2.2019780142857143E8	2.233478080952381E8	2.8968414444444444E7	1.9366054079365078E8	1.1902832857142856E7	2.401468692857143E8	2.0025814E7	4.0565364603174603E8	6.591000555555555E7
MGYG000300186	2813	132	7	DTU089 sp002440045	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	DTU089	DTU089 sp002440045	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			1.1574492243589744E7	4934250.0	1.0438250564102564E7	1593150.0	9886157.692307692	0.0	3803871.3333333335	390935.0	1.0083592666666668E7	0.0	2093131.0	1938350.0	3533332.3076923075	2420875.0	1.54902E7	1295550.0	2.0066975E7	1451095.0	6609002.884615384	1658550.0
MGYG000302123	3610	180	13	Lactobacillus johnsonii	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	Lactobacillus johnsonii	Species	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	3.702755E7	485220.0	2.09439E7	1457600.0	3.19971875E7	7100900.0	3.13924E7	2991057.5	1.90212E7	2728482.5	4.09141E7	2477935.0	5819500.0	848085.0	1.499796E7	2083800.0	8190730.0	7939152.5	6.508209E7	1528100.0
MGYG000301034	1352	49	6	UMGS363	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS363												2.6681966666666668E7	0.0	1.2132868555555555E8	1261500.0	217880.0	1239200.0	8.407407777777778E7	2158800.0	2.9661612222222224E7	0.0	9255376.666666666	687730.0	1.653822E7	0.0	2.47919E7	0.0	5479380.0	0.0	2.39621E7	0.0
MGYG000303213	1085	55	4	Anaerostipes hadrus	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	Anaerostipes hadrus	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	2.401975E7	0.0	9065000.0	0.0	1.11276E7	0.0	5.8105E7	0.0	2.40941E7	0.0	4.4004E7	0.0	1.70337E7	0.0	3.77213E7	167420.0	1.3705E7	0.0	3.53007E7	0.0
MGYG000302243	11500	911	218	Lachnospira	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira												1.2592786183595455E9	2.557467E7	1.3924106006511545E9	1.8022739428571427E8	3.847239318975468E8	9.643314107142857E7	2.891699567562786E9	5.958378E7	2.317918008268974E9	7.908406E7	7.243537466067821E8	1.6234676333333334E8	2.0323977655938373E9	5.0016905E7	4.166013774085844E8	3.2339306666666668E7	2.9582326306349206E8	9.204212E7	1.496564585982561E9	3.224514E7
MGYG000301154	3511	243	27	Phascolarctobacterium faecium	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	Phascolarctobacterium	Genus	Bacteria		Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium		1.3203230285714285E8	0.0	5.627093471428572E8	6720240.0	1.48622E7	662480.0	9.20096E7	1496930.0	3.35405671E8	2461540.0	6.347281428571428E7	1.176657E7	6.913403485714285E7	1551010.0	1.9135818857142857E8	0.0	4.7450844571428575E7	1041200.0	1.1169417428571428E8	45422.0
MGYG000303211	6440	503	47	Gemmiger sp900554145	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900554145	Subdoligranulum	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum		4.840799983333334E8	5814211.0	2.4352519433333334E8	5893791.0	1.50582149E8	2104513.0	4.669769533333334E8	1.08019E7	4.48657205E8	3236302.5	3.126538406666667E8	4075495.0	3.844654576666667E8	4170253.0	8.152793233333334E8	5679395.0	5.1568039400000006E8	4861717.333333333	4.639081211666667E8	1605948.0
MGYG000302004	1459	98	45	Treponema_D succinifaciens	Species	Bacteria		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D succinifaciens	Treponema	Genus	Bacteria		Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema		5679000.0	2801700.0	2.92697E7	3950940.0	3.81727E7	7672370.0	1.2445791333333333E9	2.67229E7	3.135286E8	1.610509E7	3.60378E7	1.389384E7	2.480201E8	1.93593E7	1.4678713333333334E7	1.394803E7	3916900.0	6449100.0	1.1763943E8	2893280.0
MGYG000300189	1896	105	19	Negativicoccaceae	Family	Bacteria		Firmicutes_C	Negativicutes	Veillonellales	Negativicoccaceae													4.871947E7	4533800.0	3.76152E7	617630.0	1.8411166666666668E7	1954666.6666666667	7.1017E7	1288500.0	9.0045E7	1469100.0	3.375478E8	942300.0	5.18964E7	3098930.0	1.147653E8	2047100.0	1.4932E7	1483700.0	4.258804E7	2513400.0
MGYG000303454	1457	66	3	RF16 sp902771935	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp902771935	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				2710600.0	0.0	1.47576E7	0.0	0.0	6268900.0	5008410.0	66285.0	530240.0	0.0	1.44808E7	6735600.0	7336800.0	0.0	2.02161E7	1.5844208E7	5881000.0	51703.0	6293600.0	0.0
MGYG000301035	1783	104	10	Anaerotignum	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum												4.7504425E7	225250.0	9.615541E7	9751865.0	1.6531115E7	3517040.0	3.626878E7	3707080.0	6.13843E7	2431480.0	1.6854535E7	715220.0	7.0994655E7	1083305.0	2.163754E7	3051180.0	1.038612E7	2064915.0	2.625675E7	1039455.0
MGYG000302245	309	20	2	CAG-1138 sp000434675	Species	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-917	CAG-1138	CAG-1138 sp000434675	Faecalibacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium		3.5673E7	0.0	1.7452E7	0.0	3.9043E7	0.0	0.0	0.0	0.0	0.0	4.8692E7	0.0	1.9039E7	2605800.0	2.3125E7	0.0	3.65664E7	0.0	3.1241E7	0.0
MGYG000301277	385	11	2	CAG-269	Genus	Bacteria		Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269												0.0	0.0	916650.0	0.0	0.0	0.0	1254700.0	0.0	482575.0	0.0	4425750.0	0.0	391075.0	0.0	1.077505E7	0.0	0.0	0.0	0.0	0.0
MGYG000300192	13555	1180	142	Gemmiger sp004561545	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp004561545	Bacteria	Subkingdom	Bacteria								1.1967322862777221E9	2.3985488575757578E7	1.3179865680233097E9	2.1698778E7	4.17043003965035E8	1.6775863E7	1.2343274127783883E9	4.505028833333333E7	9.562296427395939E8	3.7291149E7	6.979793357835498E8	2.354009E7	1.0107713340556111E9	1.9859263666666668E7	8.985219913699633E8	1.94186625E7	5.369881742316017E8	3.9535924E7	8.228889648031137E8	2.5558688E7
MGYG000301048	5888	674	270	Phascolarctobacterium_A sp004558595	Species	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp004558595	Phascolarctobacterium	Genus	Bacteria		Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium		7.274368359690475E9	1.13559959E8	6.003613032142858E9	1.63987424E8	8.559150466666667E8	3.94009841E8	5.594999172000001E9	4.8881132E8	7.600166826666666E9	2.01828889E8	4.501293968285714E9	8.4934037E7	3.438618266690476E9	1.5717379E8	4.2595661719047623E9	2.5011703866666666E8	1.1475651529047618E9	2.3166977833333334E8	5.964768664285713E9	1.9534075E8
MGYG000302251	9905	1396	413	Alloprevotella sp004552155	Species	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004552155	Bacteroidales	Order	Bacteria		Bacteroidetes	Bacteroidia	Bacteroidales				7.87424221E8	2.3079103633333334E8	1.7555397572222226E9	1.912933433333333E8	6.340772413888888E8	3.110131566666666E8	1.5538060099444444E9	4.965902101666666E8	1.2052571976825397E9	2.991269166666666E8	2.493353054722222E9	1.478963323333333E8	1.8462716473333333E9	2.53068949E8	5.108353884880953E9	4.484323483333334E8	2.459798703369047E9	3.275667090833334E8	1.4639090817380953E9	3.141297363333334E8
MGYG000300072	1580	93	15	Bulleidia sp900539965	Species	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp900539965	Erysipelotrichaceae	Family	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			1.9293404888888888E7	1268238.888888889	6.281605888888889E7	255433.33333333334	4.2710642222222224E7	4923711.111111111	1.0748112222222222E7	268422.22222222225	1.289897E7	265744.44444444444	2.0170202222222224E7	7813700.0	1.0855746666666666E7	3498219.4444444445	2.8808847222222224E7	0.0	1.30487835E8	3838049.0	1.4483308888888888E7	145755.55555555556
MGYG000303221	1877	91	4	Ruminococcus_E bromii_A	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii_A	Ruminococcus bromii	Species	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bromii	5393811.428571429	172100.0	1.916080619047619E7	294340.0	374443.9285714286	0.0	1.9008218333333332E7	21104.285714285714	1.767765119047619E7	0.0	4445518.452380952	0.0	1024616.6666666666	0.0	4361017.380952381	0.0	1370354.761904762	0.0	7340397.6190476185	0.0
MGYG000302253	2508	286	42	Faecousia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia												4.269960344856534E8	7519450.0	2.726107086904762E8	5112287.857142857	1.7597408325E8	1.4085574833333334E7	5.007863958730158E8	1.9988005E7	4.4560805358730155E8	6236211.833333333	1.2248218047619048E8	7827809.692307692	2.8883792263492066E8	1.3555710714285715E7	5.5391618333333336E7	5286471.666666667	1.0630433133333333E8	4352882.3809523815	2.6264191234920633E8	1.401599142857143E7
MGYG000300195	6465	430	37	Bilifractor sp002394235	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bilifractor	Bilifractor sp002394235	Eubacterium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium		4.328072020689867E8	1.3527711666666666E7	4.154947418315018E8	4.010234256666666E7	1.1528886748412699E8	1.137484E7	5.3673805450061053E8	9133159.833333332	5.471839714481075E8	5858433.333333334	3.5918182063492066E8	1.1702944512820512E7	4.5564866858485955E8	2.3198603333333336E7	3.107234442032968E8	6478030.0	1.5462266263492066E8	2.5773340166666668E7	4.154471318669109E8	1.0900106666666666E7
MGYG000302495	10290	910	158	Faecousia sp900540635	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp900540635	Oscillospiraceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae			1.355122631340049E9	7.738784E7	7.95395122069597E8	1.3394191E8	8.317515365E8	8.845277983333333E7	9.21094849230769E8	1.4970411833333334E8	1.967904917210012E9	6.930584683333334E7	1.2063454423809524E9	4.4159126666666664E7	1.1086098675213673E9	1.1201102233333333E8	4.1654561717948717E8	1.0471598E8	4.514158883333333E8	1.7039864838095236E8	1.0199281090811968E9	1.68789876E8
MGYG000303582	215	5	1	SIG5 sp016297775	Species	Archaea		Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	SIG5	SIG5 sp016297775	Candidatus Methanomethylophilaceae	Family	Archaea		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1573400.0	0.0	0.0	0.0	7121200.0	0.0
MGYG000303345	6345	430	31	Roseburia sp001940165	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp001940165	Roseburia	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia		1.8320253052224374E8	2.7040425E7	2.7395468424242425E8	1.111405E7	3.439617015151515E7	9898915.0	4.3724410474532557E8	1.2267658333333332E7	1.3869026182849774E8	9346660.0	1.356670290909091E8	2.11367E7	1.0933324274661508E8	7631055.0	1.0549856764667957E8	9118850.0	9.093212833333334E7	1.3953375E7	7.968428385557704E7	8346550.0
MGYG000301166	2870	196	122	Desulfovibrio sp900319575	Species	Bacteria		Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900319575	Desulfovibrio	Genus	Bacteria		Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		9.079361E7	7.9223375E7	1.2485474E9	2.619209E7	4.393994E8	4.582557E8	9.952793E8	3.183561E7	2.601725E8	2.708803E8	3.3223437E8	8.5199953E8	3.00309E7	1.1822953E8	3.3672139E8	3.7774279E8	2.025491E8	1.565738E7	2.5343839E8	2.0180996E8
MGYG000302134	2947	195	22	Copromonas sp900066785	Species	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Copromonas	Copromonas sp900066785	Clostridium	Genus	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		7.057535567375886E7	6302070.0	8.119341666666666E7	2.6359433333333332E7	6.677214333333333E7	6142150.0	7.140472929078014E7	1.3337506666666666E7	1.8314619340425533E8	8132600.0	8.305673333333334E7	3791510.0	5.7565443049645394E7	4203000.0	1.5369762007092202E8	8444885.0	3.502362166666667E7	9.158155E7	8.242561567375888E7	4931430.0
MGYG000303466	1000	33	2	SIG607 sp016295355	Species	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	SIG607	SIG607 sp016295355	Clostridiaceae	Family	Bacteria		Firmicutes	Clostridia	Eubacteriales	Clostridiaceae			2911078.5714285714	0.0	2582700.0	0.0	0.0	0.0	439585.71428571426	0.0	428771.4285714286	0.0	2608392.8571428573	0.0	480771.4285714286	0.0	2402314.285714286	0.0	111171.42857142857	771900.0	332257.14285714284	0.0
